Functionality,File A,File B,Run 1,Run 2,Run 3,Run 4,Run 5,LLM majority,Human consensus,Human-LLM agreement,Final after scrutiny,Human label changed
4,4_18373#564#591.java,4_518912#124#158.java,F,F,F,F,F,F,F,T,F,F
4,4_37863#167#247.java,4_474742#156#287.java,F,F,F,F,F,F,F,T,F,F
4,4_21679#90#172.java,4_1371986#196#204.java,F,F,F,F,F,F,F,T,F,F
4,4_21679#90#172.java,4_215042#58#70.java,F,F,F,F,F,F,F,T,F,F
4,4_132716#27#46.java,4_1791239#31#81.java,F,F,F,F,F,F,F,T,F,F
4,4_127472#60#107.java,4_1230451#283#294.java,F,F,F,F,F,F,F,T,F,F
4,4_118790#27#46.java,4_1959984#38#55.java,F,F,F,F,F,F,F,T,F,F
4,4_118790#27#46.java,4_2301433#1006#1028.java,F,F,F,F,F,F,F,T,F,F
4,4_134632#90#172.java,4_1495157#230#237.java,F,F,F,F,F,F,F,T,F,F
4,4_89548#90#172.java,4_1774039#27#30.java,F,F,F,F,F,F,F,T,F,F
4,4_85394#836#862.java,4_1828730#84#113.java,F,F,F,F,F,F,F,T,F,F
4,4_85394#872#898.java,4_919349#629#659.java,F,F,F,F,F,F,F,T,F,F
4,4_82481#27#46.java,4_1521653#213#273.java,F,F,F,F,F,F,F,T,F,F
4,4_55710#367#414.java,4_882365#57#86.java,F,F,F,F,F,F,F,T,F,F
4,4_100020#296#315.java,4_2248635#204#209.java,F,F,F,F,F,F,F,T,F,F
4,4_52379#90#172.java,4_1793093#151#170.java,F,F,F,F,F,F,F,T,F,F
4,4_22134#90#172.java,4_2720699#28#44.java,F,F,F,F,F,F,F,T,F,F
4,4_566527#182#187.java,4_2197076#224#238.java,F,F,F,F,F,F,F,T,F,F
4,4_1720009#19#52.java,4_600920#186#224.java,F,F,F,F,F,F,F,T,F,F
4,4_2152346#38#71.java,4_1395350#24#50.java,F,F,F,F,F,F,F,T,F,F
4,4_2309025#43#71.java,4_1831582#207#224.java,F,F,F,F,F,F,F,T,F,F
4,4_2309025#43#71.java,4_1091654#63#69.java,F,F,F,F,F,F,F,T,F,F
4,4_2484283#80#91.java,4_971518#20#29.java,T,T,T,T,T,T,F,F,F,F
4,4_27526#62#81.java,4_1535796#130#149.java,F,F,F,F,F,F,F,T,F,F
4,4_2617581#177#236.java,4_1008617#78#121.java,F,F,F,F,F,F,F,T,F,F
4,4_2350542#38#47.java,4_100932#82#103.java,F,F,F,F,F,F,F,T,F,F
4,4_142902#78#104.java,4_2676871#89#120.java,F,F,F,F,F,F,F,T,F,F
4,4_1745969#160#165.java,4_2601583#48#56.java,F,F,F,F,F,F,F,T,F,F
4,4_280336#12#20.java,4_184404#42#44.java,F,F,F,F,F,F,F,T,F,F
4,4_1878799#359#370.java,4_684569#63#106.java,F,F,F,F,F,F,F,T,F,F
4,4_321084#307#334.java,4_1114967#69#84.java,F,F,F,F,F,F,F,T,F,F
4,4_1545239#138#578.java,4_1129528#30#61.java,F,F,F,F,F,F,F,T,F,F
4,4_1121084#40#51.java,4_999982#18#24.java,T,T,T,T,T,T,T,T,T,F
4,4_2273008#39#86.java,4_778001#76#248.java,F,F,F,F,F,F,F,T,F,F
4,4_740231#108#119.java,4_2709322#216#407.java,F,F,F,F,F,F,F,T,F,F
4,4_329626#64#73.java,4_1320790#31#40.java,F,F,F,F,F,F,F,T,F,F
4,4_264272#754#780.java,4_135830#203#236.java,F,F,F,F,F,F,F,T,F,F
4,4_264272#790#816.java,4_1635001#803#815.java,F,F,F,F,F,F,F,T,F,F
4,4_2215970#211#222.java,4_920276#362#383.java,F,F,F,F,F,F,F,T,F,F
4,4_2078997#185#195.java,4_1835523#163#178.java,F,F,F,F,F,F,F,T,F,F
4,4_2078997#244#254.java,4_199111#139#162.java,F,F,F,F,F,F,F,T,F,F
4,4_1269559#225#243.java,4_2599719#874#900.java,F,F,F,F,F,F,F,T,F,F
4,4_1269559#225#243.java,4_1802755#301#316.java,F,F,F,F,F,F,F,T,F,F
4,4_199656#73#77.java,4_2546259#140#158.java,F,F,F,F,F,F,F,T,F,F
4,4_2704407#39#52.java,4_2196281#602#635.java,F,F,F,F,F,F,F,T,F,F
4,4_2469197#43#58.java,4_818379#60#81.java,F,F,F,F,F,F,F,T,F,F
4,4_295236#68#107.java,4_1156117#61#87.java,F,F,F,F,F,F,F,T,F,F
4,4_699272#254#366.java,4_2646900#194#231.java,F,F,F,F,F,F,F,T,F,F
4,4_1676100#297#315.java,4_1834805#95#385.java,F,F,F,F,F,F,F,T,F,F
4,4_836382#21#47.java,4_2142606#23#48.java,F,F,F,F,F,F,F,T,F,F
4,4_595882#92#102.java,4_1809621#262#285.java,F,F,F,F,F,F,F,T,F,F
4,4_2181149#45#63.java,4_1751811#245#278.java,F,F,F,F,F,F,F,T,F,F
4,4_2181149#45#63.java,4_2337215#109#130.java,F,F,F,F,F,F,F,T,F,F
4,4_694246#20#56.java,4_1840152#594#614.java,F,F,F,F,F,F,F,T,F,F
4,4_12209#40#79.java,4_717736#140#153.java,F,F,F,F,F,F,F,T,F,F
4,4_1385566#41#53.java,4_1620218#319#330.java,F,F,F,F,F,F,F,T,F,F
4,4_1620218#194#210.java,4_1976964#39#89.java,F,F,F,F,F,F,F,T,F,F
4,4_840994#76#103.java,4_1596280#101#110.java,F,F,F,F,F,F,F,T,F,F
4,4_1786438#48#83.java,4_1933112#50#59.java,F,F,F,F,F,F,F,T,F,F
4,4_1786438#48#83.java,4_1700558#56#71.java,F,F,F,F,F,F,F,T,F,F
4,4_2641354#62#80.java,4_841726#55#115.java,F,F,F,F,F,F,F,T,F,F
4,4_881137#177#224.java,4_1045821#38#75.java,F,F,F,F,F,F,F,T,F,F
4,4_1194204#504#560.java,4_43936#302#328.java,F,F,F,F,F,F,F,T,F,F
4,4_184530#38#50.java,4_2224914#346#365.java,F,F,F,F,F,F,F,T,F,F
4,4_184530#38#50.java,4_625112#25#42.java,F,F,F,F,F,F,F,T,F,F
4,4_1537852#276#295.java,4_536217#164#173.java,F,F,F,F,F,F,F,T,F,F
4,4_2353261#49#65.java,4_2229390#29#52.java,F,F,F,F,F,F,F,T,F,F
4,4_2063136#54#103.java,4_2688879#37#49.java,F,F,F,F,F,F,F,T,F,F
4,4_519642#100#112.java,4_942717#45#51.java,F,F,F,F,F,F,F,T,F,F
4,4_2601530#28#121.java,4_825239#1161#1196.java,F,F,F,F,F,F,F,T,F,F
4,4_1650#190#201.java,4_2416063#142#158.java,F,F,F,F,F,F,F,T,F,F
4,4_29425#84#146.java,4_1865885#85#89.java,F,F,F,F,F,F,F,T,F,F
4,4_415951#154#176.java,4_1161856#11#19.java,F,F,F,F,F,F,F,T,F,F
4,4_1330483#93#103.java,4_1830236#18#40.java,T,T,T,T,T,T,F,F,F,F
4,4_937219#22#43.java,4_758449#47#59.java,F,F,F,F,F,F,F,T,F,F
4,4_1676960#30#41.java,4_1271045#146#369.java,F,F,F,F,F,F,F,T,F,F
4,4_1729199#79#95.java,4_1149247#14#34.java,F,F,F,F,F,F,F,T,F,F
4,4_1650257#180#197.java,4_1810839#360#377.java,F,F,F,F,F,F,F,T,F,F
4,4_1094311#100#113.java,4_1272364#29#39.java,F,F,F,F,F,F,F,T,F,F
4,4_183804#752#778.java,4_1583048#153#165.java,F,F,F,F,F,F,F,T,F,F
4,4_1840152#594#614.java,4_981046#706#750.java,F,F,F,F,F,F,F,T,F,F
4,4_1247433#142#148.java,4_2692691#167#175.java,F,F,F,F,F,F,F,T,F,F
4,4_1608219#146#160.java,4_2425138#35#45.java,F,F,F,F,F,F,F,T,F,F
4,4_398175#39#99.java,4_295232#35#46.java,F,F,F,F,F,F,F,T,F,F
4,4_794620#137#171.java,4_1113498#86#104.java,F,F,F,F,F,F,F,T,F,F
4,4_712665#265#269.java,4_748852#351#489.java,F,F,F,F,F,F,F,T,F,F
4,4_918375#256#260.java,4_2348309#790#816.java,F,F,F,F,F,F,F,T,F,F
4,4_591600#1184#1192.java,4_1982357#26#33.java,F,F,F,F,F,F,F,T,F,F
4,4_209298#804#830.java,4_2631723#112#123.java,F,F,F,F,F,F,F,T,F,F
4,4_901651#30#66.java,4_1412964#405#458.java,F,F,F,F,F,F,F,T,F,F
4,4_85151#8#81.java,4_648366#13#39.java,F,F,F,F,F,F,F,T,F,F
4,4_197938#245#256.java,4_143487#356#440.java,F,F,F,F,F,F,F,T,F,F
4,4_197938#245#256.java,4_649022#14#43.java,F,F,F,F,F,F,F,T,F,F
4,4_2715518#122#137.java,4_1783385#25#65.java,F,F,F,F,F,F,F,T,F,F
4,4_2222114#56#99.java,4_1112572#52#57.java,F,F,F,F,F,F,F,T,F,F
4,4_1494993#873#899.java,4_1851161#24#49.java,F,F,F,F,F,F,F,T,F,F
4,4_57924#141#175.java,4_2024008#15#39.java,F,F,F,F,F,F,F,T,F,F
4,4_318080#74#105.java,4_207391#48#59.java,F,F,F,F,F,F,F,T,F,F
4,4_2546168#149#275.java,4_215042#58#70.java,F,F,F,F,F,F,F,T,F,F
4,4_1809056#264#322.java,4_1461739#19#41.java,F,F,F,F,F,F,F,T,F,F
4,4_570858#94#106.java,4_124375#26#79.java,F,F,F,F,F,F,F,T,F,F
4,4_570858#94#106.java,4_1782695#11#74.java,F,F,F,F,F,F,F,T,F,F
4,4_1000055#168#186.java,4_396851#203#227.java,F,F,F,F,F,F,F,T,F,F
4,4_687723#110#134.java,4_684569#114#134.java,F,F,F,F,F,F,F,T,F,F
4,4_707943#837#863.java,4_1772581#98#114.java,F,F,F,F,F,F,F,T,F,F
4,4_1827257#1369#1374.java,4_753625#754#780.java,F,F,F,F,F,F,F,T,F,F
4,4_1827257#1369#1374.java,4_2224878#60#125.java,F,F,F,F,F,F,F,T,F,F
4,4_1607771#838#864.java,4_184404#78#80.java,F,F,F,F,F,F,F,T,F,F
4,4_1607771#838#864.java,4_2065465#74#133.java,F,F,F,F,F,F,F,T,F,F
4,4_1609240#359#415.java,4_238585#13#21.java,F,F,F,F,F,F,F,T,F,F
4,4_853692#50#106.java,4_2027381#127#138.java,F,F,F,F,F,F,F,T,F,F
4,4_1495157#360#377.java,4_1316166#74#88.java,F,F,F,F,F,F,F,T,F,F
4,4_1553544#403#417.java,4_1194610#180#187.java,F,F,F,F,F,F,F,T,F,F
4,4_58295#257#290.java,4_1944189#30#65.java,F,F,F,F,F,F,F,T,F,F
4,4_1276123#58#99.java,4_1145166#275#349.java,F,F,F,F,F,F,F,T,F,F
4,4_1835825#10#27.java,4_2222757#114#139.java,F,F,F,F,F,F,F,T,F,F
4,4_1041358#49#56.java,4_847997#69#97.java,F,F,F,F,F,F,F,T,F,F
4,4_964253#838#864.java,4_1165806#113#131.java,F,F,F,F,F,F,F,T,F,F
4,4_1538221#261#272.java,4_1175614#260#327.java,F,F,F,F,F,F,F,T,F,F
4,4_277906#114#127.java,4_981509#222#233.java,T,T,T,T,T,T,T,T,T,F
4,4_207381#14#21.java,4_2333916#14#27.java,F,F,F,F,F,F,F,T,F,F
4,4_2111982#925#1003.java,4_109880#499#540.java,F,F,F,F,F,F,F,T,F,F
4,4_1385816#49#55.java,4_468200#42#76.java,F,F,F,F,F,F,F,T,F,F
4,4_992576#39#63.java,4_1802351#838#864.java,F,F,F,F,F,F,F,T,F,F
4,4_499702#347#477.java,4_1360935#504#513.java,F,F,F,F,F,F,F,T,F,F
4,4_1869311#691#716.java,4_648366#13#39.java,F,F,F,F,F,F,F,T,F,F
4,4_168944#152#172.java,4_311323#467#483.java,T,T,T,T,T,T,T,T,T,F
4,4_2327363#451#460.java,4_1480760#105#116.java,F,F,F,F,F,F,F,T,F,F
4,4_406522#127#133.java,4_2403960#34#49.java,T,T,T,T,T,T,T,T,T,F
4,4_2714762#211#241.java,4_2457991#18#34.java,T,T,T,T,T,T,T,T,T,F
4,4_1623394#32#47.java,4_2246717#79#175.java,F,F,F,F,F,F,F,T,F,F
4,4_2430560#838#864.java,4_1921479#47#65.java,F,F,F,F,F,F,F,T,F,F
4,4_927573#96#119.java,4_346204#78#92.java,T,T,T,T,T,T,T,T,T,F
4,4_2640664#753#779.java,4_422665#8#22.java,F,F,F,F,F,F,F,T,F,F
4,4_1398567#98#115.java,4_1721030#22#49.java,F,F,F,F,F,F,F,T,F,F
4,4_2685107#122#164.java,4_1074458#108#143.java,F,F,F,F,F,F,F,T,F,F
4,4_2597181#73#117.java,4_1721030#22#49.java,F,F,F,F,F,F,F,T,F,F
4,4_748852#419#442.java,4_403380#69#94.java,F,F,F,F,F,F,F,T,F,F
4,4_1868897#296#316.java,4_1956813#24#34.java,F,F,F,F,F,F,F,T,F,F
4,4_683921#51#104.java,4_1375735#28#37.java,F,F,F,F,F,F,F,T,F,F
4,4_2315565#267#294.java,4_329635#190#218.java,F,F,F,F,F,F,F,T,F,F
4,4_2291127#31#67.java,4_1932007#194#216.java,F,F,F,F,F,F,F,T,F,F
4,4_1359688#162#180.java,4_2152928#783#799.java,T,T,T,T,T,T,T,T,T,F
4,4_2110005#99#135.java,4_2365821#838#864.java,F,F,F,F,F,F,F,T,F,F
4,4_2177470#47#61.java,4_311323#493#526.java,F,F,F,F,F,F,F,T,F,F
4,4_2224926#494#505.java,4_248474#85#91.java,F,F,F,F,F,F,F,T,F,F
4,4_718755#184#229.java,4_224239#22#43.java,F,F,F,F,F,F,F,T,F,F
4,4_464689#10#17.java,4_1283614#41#60.java,F,F,F,F,F,F,F,T,F,F
4,4_526090#413#422.java,4_1612057#26#56.java,F,F,F,F,F,F,F,T,F,F
4,4_753625#790#816.java,4_961557#42#62.java,F,F,F,F,F,F,F,T,F,F
4,4_1271690#17#36.java,4_1669355#59#66.java,F,F,F,F,F,F,F,T,F,F
4,4_1669355#59#66.java,4_1644577#601#632.java,F,F,F,F,F,F,F,T,F,F
4,4_2504368#34#54.java,4_97354#188#210.java,F,F,F,F,F,F,F,T,F,F
4,4_1627071#116#122.java,4_2318314#16#32.java,F,F,F,F,F,F,F,T,F,F
4,4_337686#57#166.java,4_31579#176#200.java,F,F,F,F,F,F,F,T,F,F
4,4_1742081#1699#1705.java,4_799641#151#169.java,F,F,F,F,F,F,F,T,F,F
4,4_306823#163#212.java,4_2304794#53#64.java,F,F,F,F,F,F,F,T,F,F
4,4_1712626#98#123.java,4_1207731#71#193.java,F,F,F,F,F,F,F,T,F,F
4,4_725825#217#255.java,4_397082#72#85.java,F,F,F,F,F,F,F,T,F,F
4,4_725825#267#291.java,4_169864#15#63.java,F,F,F,F,F,F,F,T,F,F
4,4_1481659#57#80.java,4_29066#505#542.java,F,F,F,F,F,F,F,T,F,F
4,4_1677622#105#124.java,4_1979886#73#80.java,F,F,F,F,F,F,F,T,F,F
4,4_553596#806#866.java,4_1397132#28#51.java,F,F,F,F,F,F,F,T,F,F
4,4_79331#56#67.java,4_226776#20#62.java,F,F,F,F,F,F,F,T,F,F
4,4_1724220#875#899.java,4_256068#335#356.java,F,F,F,F,F,F,F,T,F,F
4,4_2285649#121#155.java,4_661129#19#21.java,F,F,F,F,F,F,F,T,F,F
4,4_1988725#204#213.java,4_638634#140#155.java,T,T,T,T,T,T,T,T,T,F
4,4_863299#162#199.java,4_221494#39#50.java,T,T,T,T,T,T,T,T,T,F
4,4_1377081#65#86.java,4_2565735#120#138.java,F,F,F,F,F,F,F,T,F,F
4,4_653187#45#56.java,4_1703419#213#235.java,T,T,T,T,T,T,F,F,F,F
4,4_2082675#19#29.java,4_114383#105#150.java,F,F,F,F,F,F,F,T,F,F
4,4_2138232#45#66.java,4_743207#59#119.java,F,F,F,F,F,F,F,T,F,F
4,4_2407741#109#170.java,4_1093996#86#100.java,F,F,F,F,F,F,F,T,F,F
4,4_1145166#275#349.java,4_1758932#51#99.java,F,F,F,F,F,F,F,T,F,F
4,4_2546259#140#158.java,4_1248759#41#61.java,F,F,F,F,F,F,F,T,F,F
4,4_2032520#56#97.java,4_468766#131#170.java,F,F,F,F,F,F,F,T,F,F
4,4_464658#72#78.java,4_1320790#31#40.java,F,F,F,F,F,F,F,T,F,F
4,4_311323#467#483.java,4_1058297#39#64.java,F,F,F,F,F,F,F,T,F,F
4,4_2001980#22#30.java,4_2034952#198#206.java,F,F,F,F,F,F,F,T,F,F
4,4_595933#279#296.java,4_1412964#405#458.java,F,F,F,F,F,F,F,T,F,F
4,4_760963#29#40.java,4_9377#74#82.java,F,F,F,F,F,F,F,T,F,F
4,4_295232#35#46.java,4_1064317#58#91.java,F,F,F,F,F,F,F,T,F,F
5,5_540286#18#47.java,5_1729199#104#147.java,T,T,T,T,T,T,T,T,T,F
6,6_84080#133#188.java,6_1577658#201#265.java,F,F,F,F,F,F,F,T,F,F
7,7_280291#402#421.java,7_246108#5#41.java,F,F,F,F,F,F,F,T,F,F
8,8_762123#122#160.java,8_1725133#38#64.java,F,F,F,F,F,F,F,T,F,F
9,9_2256105#394#426.java,9_14350#245#290.java,F,F,F,F,F,F,F,T,F,F
10,10_2390876#275#340.java,10_690184#24#57.java,F,F,F,F,F,F,F,T,F,F
10,10_1781609#49#83.java,10_2288111#297#349.java,F,F,F,F,F,F,F,T,F,F
10,10_1834968#829#1154.java,10_999902#92#115.java,F,F,F,F,F,F,F,T,F,F
10,10_2130004#43#73.java,10_515961#33#55.java,F,F,F,F,F,F,F,T,F,F
10,10_2089659#86#111.java,10_1038530#167#195.java,F,F,F,F,F,F,F,T,F,F
10,10_40003#36#140.java,10_1691250#125#142.java,F,F,F,F,F,F,F,T,F,F
10,10_2537046#207#273.java,10_1949676#327#369.java,F,F,F,F,F,F,F,T,F,F
10,10_1577665#224#253.java,10_2476251#71#102.java,F,F,F,F,F,F,F,T,F,F
10,10_2394403#214#256.java,10_1877203#252#310.java,F,F,F,F,F,F,F,T,F,F
10,10_591029#384#421.java,10_2475884#53#94.java,F,F,F,F,F,F,F,T,F,F
10,10_2247969#240#278.java,10_2227145#14#44.java,F,F,F,F,F,F,F,T,F,F
10,10_1984482#44#79.java,10_2736749#27#61.java,F,F,F,F,F,F,F,T,F,F
11,11_2191998#35#86.java,11_2241098#31#58.java,F,F,F,F,F,F,F,T,F,F
12,12_573207#71#76.java,12_2269578#7#18.java,F,F,F,F,F,F,F,T,F,F
13,13_212699#9#17.java,13_2702525#70#78.java,T,T,T,T,T,T,T,T,T,F
14,14_2051877#528#542.java,14_2538461#52#70.java,F,F,F,F,F,F,T,F,F,T
14,14_220170#10#18.java,14_718060#353#370.java,F,F,F,F,T,F,F,T,F,F
14,14_2264551#377#394.java,14_253419#185#212.java,F,F,F,F,F,F,F,T,F,F
14,14_1907234#1054#1063.java,14_1461211#220#235.java,T,T,T,T,T,T,T,T,T,F
15,15_906350#355#373.java,15_1446312#22#36.java,F,F,F,F,F,F,F,T,F,F
17,17_400025#131#144.java,17_2151064#22#45.java,F,F,F,F,F,F,F,T,F,F
18,18_1087540#44#92.java,18_441422#32#47.java,F,F,F,F,F,F,F,T,F,F
19,19_1282827#1391#1422.java,19_954795#116#123.java,F,F,F,F,F,F,F,T,F,F
20,20_76273#13#17.java,20_843174#20#28.java,T,T,T,T,T,T,T,T,T,F
21,21_1964860#57#71.java,21_833807#118#146.java,F,F,F,F,F,F,F,T,F,F
22,22_1141930#108#124.java,22_850375#22#56.java,F,F,F,F,F,F,F,T,F,F
23,23_62556#83#90.java,23_709879#112#122.java,F,F,F,F,F,F,F,T,F,F
23,23_2626182#45#57.java,23_1142331#267#444.java,F,F,F,F,F,F,F,T,F,F
23,23_308291#88#100.java,23_1616206#236#247.java,F,F,F,F,F,F,F,T,F,F
23,23_1196695#308#313.java,23_651095#112#118.java,F,F,F,F,F,F,F,T,F,F
24,24_1169109#149#186.java,24_207384#93#120.java,F,F,F,F,F,F,F,T,F,F
24,24_1904462#112#120.java,24_2710081#56#103.java,F,F,F,F,F,F,F,T,F,F
24,24_802711#528#537.java,24_946866#139#292.java,F,F,F,F,F,F,F,T,F,F
25,25_981218#73#154.java,25_1027612#655#718.java,F,F,F,F,F,F,F,T,F,F
26,26_19532#65#74.java,26_814007#61#67.java,T,T,T,T,T,T,T,T,T,F
